ID	Labels
T.1.798	(OAG,NGEN,COM)
C648.192	(NAG,GEN,NCOM)
C576.215.2	(NAG,NGEN,NCOM)
C648.7	(NAG,NGEN,NCOM)
T.1.1572	(OAG,NGEN,NCOM)
C576.327	(OAG,GEN,COM)
T.2.49	(OAG,NGEN,COM)
T.1.679	(NAG,NGEN,NCOM)
T.1.1155	(NAG,NGEN,NCOM)
C576.65	(OAG,GEN,NCOM)
T.2.22	(CAG,NGEN,COM)
T.1.1076	(OAG,NGEN,COM)
T.2.171	(OAG,NGEN,COM)
T.1.64	(NAG,NGEN,NCOM)
T.1.205	(OAG,NGEN,NCOM)
C576.271	(OAG,GEN,COM)
T.1.835	(NAG,NGEN,NCOM)
T.1.67	(NAG,NGEN,NCOM)
C576.11	(NAG,NGEN,NCOM)
T.1.70	(NAG,NGEN,NCOM)
T.1.765	(NAG,NGEN,NCOM)
T.1.2247	(OAG,NGEN,COM)
C576.262	(NAG,NGEN,NCOM)
T.1.997	(NAG,NGEN,NCOM)
T.1.950	(OAG,NGEN,COM)
T.1.1840	(NAG,NGEN,NCOM)
C648.201	(NAG,NGEN,NCOM)
T.1.1766	(OAG,NGEN,NCOM)
T.1.2231	(OAG,NGEN,COM)
T.2.181	(OAG,NGEN,COM)
T.1.177	(NAG,NGEN,NCOM)
T.2.12	(OAG,GEN,COM)
T.2.223	(OAG,NGEN,COM)
T.1.65	(NAG,NGEN,NCOM)
T.1.461	(NAG,NGEN,NCOM)
T.1.1922	(NAG,NGEN,NCOM)
T.2.65	(OAG,NGEN,COM)
T.1.807	(NAG,NGEN,NCOM)
T.1.859	(NAG,NGEN,NCOM)
T.1.1090	(OAG,NGEN,NCOM)
T.2.60	(OAG,NGEN,COM)
T.1.2218	(CAG,NGEN,COM)
T.1.858	(OAG,NGEN,COM)
T.1.1704	(OAG,NGEN,COM)
C648.51	(NAG,GEN,NCOM)
T.2.199	(OAG,NGEN,COM)
C648.248.5	(OAG,NGEN,NCOM)
T.1.1028	(NAG,NGEN,NCOM)
T.1.349	(NAG,NGEN,NCOM)
T.1.982	(CAG,NGEN,NCOM)
T.5.11	(OAG,NGEN,COM)
T.1.199	(NAG,NGEN,NCOM)
C576.45	(NAG,NGEN,NCOM)
C576.292	(NAG,NGEN,NCOM)
T.1.652	(OAG,NGEN,COM)
T.1.670	(NAG,NGEN,NCOM)
T.1.1172	(OAG,NGEN,COM)
C648.177	(NAG,GEN,NCOM)
T.1.1245	(NAG,NGEN,NCOM)
T.1.1233	(OAG,NGEN,COM)
T.1.1045	(OAG,NGEN,COM)
T.1.1468	(OAG,GEN,NCOM)
T.2.222	(OAG,NGEN,COM)
T.1.1920	(CAG,NGEN,NCOM)
T.1.1806	(OAG,GEN,COM)
T.1.2044	(OAG,GEN,COM)
T.1.486	(CAG,NGEN,NCOM)
T.1.1145	(NAG,NGEN,NCOM)
T.1.1184	(OAG,NGEN,COM)
C648.225.2	(NAG,NGEN,NCOM)
T.1.572	(OAG,GEN,COM)
T.1.1734	(NAG,NGEN,NCOM)
T.1.1926	(NAG,NGEN,NCOM)
T.2.183	(OAG,NGEN,COM)
T.1.1886	(CAG,NGEN,COM)
T.1.853	(OAG,NGEN,COM)
T.1.926	(NAG,NGEN,NCOM)
T.1.545	(CAG,NGEN,COM)
T.1.1502	(NAG,NGEN,NCOM)
C648.102	(NAG,NGEN,NCOM)
T.1.1257	(OAG,NGEN,COM)
T.1.1514	(OAG,NGEN,NCOM)
T.1.1720	(NAG,NGEN,NCOM)
T.1.854	(OAG,NGEN,COM)
T.1.2021	(OAG,NGEN,COM)
T.1.1903	(OAG,NGEN,COM)
T.2.163	(OAG,NGEN,COM)
T.1.1455	(NAG,NGEN,NCOM)
C576.160	(NAG,NGEN,NCOM)
T.1.110	(NAG,NGEN,NCOM)
T.1.720	(NAG,NGEN,NCOM)
T.1.1887	(OAG,NGEN,COM)
T.1.210	(NAG,NGEN,NCOM)
T.1.348	(OAG,NGEN,COM)
T.4.15	(OAG,NGEN,COM)
T.1.494	(CAG,NGEN,COM)
C576.127	(OAG,GEN,COM)
C576.240	(OAG,GEN,COM)
C648.248.4	(OAG,NGEN,NCOM)
T.1.2009	(NAG,NGEN,NCOM)
C576.338	(OAG,GEN,COM)
T.1.968	(OAG,GEN,COM)
T.1.134	(NAG,NGEN,NCOM)
T.1.1696	(NAG,NGEN,NCOM)
T.3.9	(OAG,NGEN,COM)
T.1.2046	(NAG,NGEN,NCOM)
T.2.50	(OAG,NGEN,COM)
T.1.2286	(OAG,NGEN,NCOM)
T.1.352	(NAG,NGEN,NCOM)
T.1.2109	(NAG,NGEN,NCOM)
T.2.139	(OAG,GEN,COM)
C576.123	(NAG,NGEN,NCOM)
T.4.37	(OAG,NGEN,COM)
T.1.1879	(NAG,NGEN,NCOM)
C576.24	(NAG,NGEN,NCOM)
T.4.40	(NAG,NGEN,COM)
T.1.2223	(NAG,NGEN,COM)
T.1.2159	(OAG,GEN,COM)
C648.23	(OAG,GEN,NCOM)
T.1.1477	(NAG,NGEN,COM)
T.2.226	(OAG,NGEN,COM)
T.1.957	(OAG,NGEN,COM)
T.1.776	(OAG,GEN,COM)
T.1.850	(OAG,GEN,COM)
C648.230	(CAG,GEN,NCOM)
T.1.37	(NAG,NGEN,NCOM)
T.1.948	(OAG,NGEN,COM)
T.4.39	(OAG,NGEN,COM)
C576.205	(CAG,GEN,COM)
T.1.1363	(OAG,NGEN,COM)
T.1.961	(OAG,NGEN,COM)
C648.126	(NAG,GEN,NCOM)
T.1.1826	(OAG,NGEN,NCOM)
T.1.1479	(NAG,GEN,COM)
T.2.41	(OAG,NGEN,COM)
T.1.1761	(NAG,NGEN,NCOM)
C576.108	(OAG,GEN,COM)
T.1.2119	(NAG,NGEN,NCOM)
C576.177	(OAG,GEN,COM)
T.1.2105	(OAG,NGEN,COM)
C576.307	(OAG,GEN,COM)
C576.229	(OAG,GEN,COM)
T.1.294	(OAG,NGEN,COM)
T.1.1474	(OAG,NGEN,COM)
C648.120	(NAG,NGEN,NCOM)
T.1.2384	(CAG,NGEN,NCOM)
T.1.40	(NAG,NGEN,NCOM)
T.1.1065	(NAG,NGEN,NCOM)
T.1.375	(NAG,NGEN,NCOM)
T.1.1073	(NAG,NGEN,NCOM)
T.1.1930	(NAG,NGEN,NCOM)
T.1.1770	(OAG,NGEN,NCOM)
T.1.1262	(NAG,NGEN,NCOM)
T.1.790	(NAG,NGEN,NCOM)
T.1.1550	(NAG,NGEN,NCOM)
T.1.2282	(OAG,NGEN,NCOM)
C576.274	(OAG,GEN,COM)
T.1.57	(NAG,NGEN,NCOM)
C648.108	(NAG,GEN,NCOM)
T.2.173	(OAG,NGEN,COM)
T.1.118	(NAG,NGEN,NCOM)
T.1.2232	(NAG,NGEN,NCOM)
C648.106	(NAG,GEN,NCOM)
T.1.2094	(NAG,NGEN,NCOM)
C648.232.2	(NAG,NGEN,NCOM)
T.1.824	(NAG,NGEN,NCOM)
T.1.154	(NAG,NGEN,NCOM)
T.1.197	(CAG,NGEN,COM)
T.1.1541	(OAG,NGEN,COM)
T.1.1928	(CAG,NGEN,NCOM)
T.1.669	(NAG,NGEN,NCOM)
T.1.42	(OAG,NGEN,NCOM)
C576.200	(OAG,GEN,COM)
T.1.1368	(OAG,NGEN,COM)
T.1.1175	(OAG,NGEN,NCOM)
C648.233	(OAG,NGEN,NCOM)
T.1.1250	(CAG,NGEN,NCOM)
T.1.1985	(NAG,NGEN,NCOM)
C576.64	(NAG,NGEN,NCOM)
T.1.1992	(NAG,NGEN,NCOM)
C648.56	(NAG,NGEN,NCOM)
C576.17	(OAG,GEN,COM)
T.1.1157	(NAG,NGEN,NCOM)
T.1.423	(NAG,NGEN,NCOM)
T.1.186	(OAG,NGEN,COM)
C648.40	(CAG,GEN,NCOM)
T.2.137	(OAG,NGEN,COM)
T.1.1892	(OAG,NGEN,COM)
C576.14	(CAG,GEN,NCOM)
C576.67	(OAG,NGEN,NCOM)
C648.113.1	(NAG,GEN,NCOM)
C576.230	(OAG,GEN,COM)
T.3.1	(NAG,NGEN,NCOM)
C648.241.4	(NAG,NGEN,NCOM)
C576.180	(OAG,GEN,COM)
C648.75	(NAG,NGEN,NCOM)
T.1.2372	(OAG,GEN,COM)
T.1.1584	(NAG,NGEN,NCOM)
T.1.1168	(NAG,NGEN,NCOM)
T.1.2004	(NAG,NGEN,NCOM)
T.1.774	(NAG,NGEN,NCOM)
T.1.1196	(NAG,NGEN,NCOM)
C576.66	(OAG,GEN,NCOM)
T.1.1420	(NAG,NGEN,NCOM)
T.1.2334	(NAG,NGEN,NCOM)
C648.119	(NAG,GEN,NCOM)
T.1.309	(OAG,NGEN,NCOM)
C648.50	(NAG,NGEN,NCOM)
T.2.35	(OAG,NGEN,COM)
T.1.2329	(CAG,NGEN,COM)
T.1.1912	(NAG,NGEN,NCOM)
T.1.805	(NAG,NGEN,NCOM)
C648.162	(OAG,GEN,NCOM)
T.1.2327	(CAG,NGEN,NCOM)
C648.73	(NAG,GEN,NCOM)
T.1.422	(NAG,NGEN,NCOM)
T.1.2016	(NAG,NGEN,NCOM)
C648.87	(NAG,GEN,NCOM)
T.1.988	(NAG,NGEN,NCOM)
C576.49	(OAG,GEN,NCOM)
T.1.1358	(OAG,NGEN,NCOM)
T.5.3	(OAG,NGEN,COM)
C576.293	(OAG,GEN,COM)
T.1.691	(NAG,NGEN,NCOM)
T.1.1556	(NAG,NGEN,NCOM)
T.1.245	(OAG,NGEN,COM)
T.1.488	(OAG,NGEN,NCOM)
T.1.1891	(OAG,NGEN,COM)
T.1.120	(NAG,NGEN,NCOM)
C648.29	(NAG,NGEN,NCOM)
T.1.1393	(NAG,NGEN,NCOM)
T.1.574	(OAG,NGEN,COM)
C648.203	(NAG,NGEN,NCOM)
T.1.2379	(OAG,NGEN,COM)
C648.238.2	(NAG,NGEN,NCOM)
T.2.240	(OAG,NGEN,COM)
T.1.1450	(OAG,NGEN,NCOM)
T.2.179	(OAG,NGEN,COM)
T.1.1188	(NAG,NGEN,NCOM)
T.1.886	(NAG,NGEN,NCOM)
T.1.38	(OAG,NGEN,COM)
T.1.614	(NAG,NGEN,COM)
T.1.44	(OAG,NGEN,COM)
C648.214.2	(NAG,NGEN,NCOM)
T.1.2288	(NAG,NGEN,NCOM)
T.1.1843	(NAG,NGEN,NCOM)
C576.113	(OAG,GEN,COM)
T.1.2333	(NAG,NGEN,NCOM)
T.1.933	(NAG,NGEN,NCOM)
T.1.833	(NAG,NGEN,NCOM)
T.1.2157	(OAG,NGEN,COM)
T.1.460	(OAG,NGEN,COM)
C648.182.2	(OAG,NGEN,NCOM)
T.1.1804	(NAG,NGEN,NCOM)
C648.111	(NAG,NGEN,NCOM)
T.1.46	(NAG,NGEN,NCOM)
T.1.1540	(OAG,NGEN,NCOM)
T.1.53	(NAG,NGEN,NCOM)
T.1.1269	(NAG,NGEN,NCOM)
C576.318	(OAG,GEN,COM)
T.1.851	(OAG,GEN,NCOM)
C648.238.1	(NAG,NGEN,NCOM)
C576.31	(OAG,GEN,COM)
T.1.1013	(NAG,NGEN,NCOM)
T.1.922	(NAG,NGEN,NCOM)
C576.61	(OAG,GEN,COM)
C576.339	(OAG,GEN,NCOM)
T.1.1472	(NAG,NGEN,NCOM)
T.2.52	(NAG,NGEN,NCOM)
T.1.252	(OAG,NGEN,NCOM)
T.1.143	(OAG,NGEN,NCOM)
T.1.418	(NAG,NGEN,NCOM)
T.1.1171	(OAG,NGEN,COM)
T.5.13	(OAG,GEN,COM)
C576.27	(OAG,GEN,COM)
T.1.1616	(NAG,NGEN,NCOM)
T.1.959	(OAG,NGEN,COM)
T.2.200	(NAG,NGEN,NCOM)
T.1.2201	(OAG,NGEN,COM)
T.1.1163	(NAG,NGEN,NCOM)
T.1.1258	(OAG,NGEN,COM)
T.1.623	(NAG,NGEN,COM)
C648.71	(NAG,NGEN,NCOM)
T.1.1658	(NAG,NGEN,NCOM)
T.2.25	(CAG,NGEN,COM)
T.2.168	(OAG,NGEN,COM)
C576.137	(OAG,NGEN,NCOM)
T.1.685	(NAG,NGEN,NCOM)
T.1.246	(NAG,NGEN,NCOM)
T.2.48	(OAG,NGEN,NCOM)
C576.35	(OAG,GEN,COM)
T.7.87	(CAG,NGEN,NCOM)
T.1.639	(CAG,NGEN,COM)
T.1.1569	(NAG,NGEN,NCOM)
T.1.419	(NAG,NGEN,NCOM)
T.1.1234	(OAG,NGEN,COM)
T.2.144	(OAG,NGEN,COM)
C576.316	(OAG,GEN,COM)
T.1.1460	(OAG,GEN,NCOM)
T.1.2328	(NAG,NGEN,NCOM)
C648.121	(NAG,GEN,NCOM)
C576.222	(NAG,NGEN,NCOM)
T.4.10	(OAG,NGEN,COM)
T.1.869	(NAG,NGEN,NCOM)
T.1.888	(NAG,NGEN,COM)
T.2.167	(OAG,NGEN,COM)
C576.107.3	(NAG,NGEN,NCOM)
T.1.981	(OAG,NGEN,COM)
T.1.949	(OAG,NGEN,COM)
T.1.351	(OAG,NGEN,NCOM)
T.1.466	(NAG,NGEN,NCOM)
T.1.2235	(NAG,NGEN,NCOM)
C576.150	(NAG,NGEN,NCOM)
T.2.120	(OAG,NGEN,COM)
C648.195	(OAG,GEN,NCOM)
T.1.2284	(NAG,NGEN,COM)
C648.231	(NAG,GEN,NCOM)
T.1.1119	(NAG,NGEN,NCOM)
T.1.1046	(NAG,NGEN,NCOM)
C576.156	(CAG,GEN,COM)
C648.144	(NAG,NGEN,NCOM)
T.1.1283	(CAG,NGEN,COM)
T.1.2158	(NAG,NGEN,NCOM)
T.1.2248	(NAG,NGEN,NCOM)
T.1.1555	(NAG,NGEN,NCOM)
T.1.1402	(NAG,NGEN,NCOM)
T.1.958	(OAG,NGEN,COM)
T.2.14	(OAG,NGEN,COM)
T.1.209	(NAG,NGEN,NCOM)
T.1.1048	(NAG,NGEN,NCOM)
C648.15	(NAG,NGEN,NCOM)
C648.107	(OAG,NGEN,NCOM)
T.2.142	(OAG,NGEN,COM)
T.1.63	(NAG,NGEN,NCOM)
T.1.839	(NAG,NGEN,NCOM)
T.1.552	(CAG,GEN,COM)
T.1.911	(NAG,NGEN,NCOM)
T.1.1401	(OAG,NGEN,NCOM)
T.2.122	(OAG,NGEN,COM)
C576.178	(NAG,NGEN,NCOM)
T.1.249	(OAG,NGEN,NCOM)
T.4.38	(OAG,NGEN,COM)
T.1.1270	(OAG,NGEN,COM)
C576.182	(OAG,GEN,COM)
C648.128	(NAG,GEN,NCOM)
T.1.910	(NAG,NGEN,NCOM)
C576.297	(NAG,NGEN,NCOM)
T.4.12	(OAG,NGEN,COM)
T.2.220	(OAG,NGEN,COM)
C648.84	(NAG,GEN,NCOM)
C576.336	(OAG,GEN,COM)
T.1.1034	(OAG,NGEN,COM)
C576.199	(OAG,GEN,COM)
C576.306	(CAG,GEN,COM)
T.4.16	(OAG,NGEN,COM)
T.1.1781	(OAG,NGEN,COM)
T.1.1382	(OAG,GEN,COM)
T.1.1400	(OAG,NGEN,COM)
T.1.457	(OAG,GEN,COM)
T.1.325	(NAG,NGEN,NCOM)
T.1.936	(CAG,NGEN,NCOM)
T.1.1388	(NAG,NGEN,NCOM)
T.1.932	(NAG,NGEN,NCOM)
T.1.2052	(OAG,NGEN,COM)
T.2.192	(OAG,NGEN,COM)
T.1.1783	(NAG,NGEN,NCOM)
T.1.121	(NAG,NGEN,NCOM)
C648.241.5	(NAG,GEN,NCOM)
T.1.1153	(NAG,NGEN,NCOM)
C576.56	(NAG,NGEN,NCOM)
C576.27.1	(OAG,GEN,COM)
T.1.759	(OAG,GEN,COM)
C648.222	(NAG,NGEN,NCOM)
C648.80	(OAG,GEN,NCOM)
C648.153	(OAG,GEN,NCOM)
T.2.146	(OAG,NGEN,COM)
T.1.1740	(OAG,NGEN,NCOM)
T.1.913	(NAG,NGEN,NCOM)
T.1.2003	(NAG,NGEN,NCOM)
T.1.115	(NAG,NGEN,NCOM)
T.1.401	(NAG,NGEN,NCOM)
T.1.58	(NAG,NGEN,NCOM)
T.2.140	(CAG,NGEN,COM)
T.1.538	(NAG,NGEN,NCOM)
T.4.26	(NAG,NGEN,COM)
C648.109	(NAG,NGEN,NCOM)
C648.170	(NAG,NGEN,NCOM)
T.1.2001	(CAG,NGEN,NCOM)
T.4.3	(OAG,NGEN,COM)
T.1.2197	(NAG,NGEN,NCOM)
T.1.1176	(NAG,NGEN,NCOM)
C576.116	(OAG,GEN,COM)
T.1.2014	(NAG,NGEN,NCOM)
T.1.681	(NAG,NGEN,NCOM)
T.2.5	(OAG,GEN,NCOM)
T.1.599	(CAG,NGEN,COM)
C576.198	(OAG,GEN,COM)
T.7.72	(OAG,NGEN,NCOM)
C648.72	(NAG,NGEN,NCOM)
T.1.2312	(NAG,NGEN,NCOM)
T.1.1054	(NAG,NGEN,NCOM)
T.7.69	(OAG,GEN,NCOM)
T.1.475	(NAG,NGEN,COM)
T.1.1931	(CAG,NGEN,COM)
C576.333	(OAG,GEN,COM)
C648.113.4	(NAG,GEN,NCOM)
T.1.2162	(OAG,NGEN,COM)
T.1.1009	(NAG,NGEN,NCOM)
T.1.656	(NAG,NGEN,NCOM)
T.1.2066	(CAG,NGEN,COM)
T.1.1173	(OAG,NGEN,COM)
T.2.184	(OAG,NGEN,COM)
T.1.1890	(OAG,NGEN,COM)
T.1.596	(OAG,NGEN,COM)
T.1.983	(NAG,NGEN,NCOM)
T.1.1058	(NAG,NGEN,NCOM)
T.1.125	(OAG,GEN,NCOM)
T.1.1475	(OAG,NGEN,COM)
C576.480	(CAG,GEN,COM)
T.3.7	(OAG,GEN,COM)
T.1.814	(NAG,NGEN,NCOM)
T.1.595	(NAG,NGEN,NCOM)
C576.295	(OAG,GEN,COM)
T.7.73	(OAG,GEN,NCOM)
T.1.156	(NAG,NGEN,NCOM)
T.2.157	(OAG,NGEN,COM)
T.1.1925	(OAG,NGEN,COM)
C648.6	(OAG,GEN,NCOM)
T.7.71	(OAG,NGEN,NCOM)
T.1.308	(OAG,NGEN,NCOM)
T.1.1995	(NAG,NGEN,NCOM)
T.1.2086	(OAG,GEN,NCOM)
T.1.1360	(NAG,NGEN,NCOM)
T.1.1359	(OAG,NGEN,COM)
T.1.1131	(NAG,NGEN,NCOM)
T.3.11	(OAG,NGEN,COM)
T.7.68	(OAG,GEN,NCOM)
T.1.139	(OAG,NGEN,NCOM)
T.2.215	(OAG,GEN,COM)
C648.32.2	(NAG,NGEN,NCOM)
C648.189	(NAG,NGEN,NCOM)
T.1.2371	(OAG,NGEN,COM)
C576.264	(OAG,GEN,NCOM)
T.1.2351	(OAG,NGEN,COM)
T.1.2338	(OAG,NGEN,COM)
T.1.278	(OAG,NGEN,COM)
T.1.998	(NAG,NGEN,NCOM)
C648.103	(NAG,GEN,NCOM)
T.1.1050	(OAG,NGEN,NCOM)
C648.224.3	(NAG,NGEN,NCOM)
T.1.184	(NAG,NGEN,NCOM)
T.1.692	(NAG,NGEN,NCOM)
C648.53	(NAG,GEN,NCOM)
T.1.1454	(NAG,NGEN,NCOM)
T.1.1882	(NAG,NGEN,NCOM)
T.4.30	(NAG,NGEN,COM)
C648.229	(CAG,NGEN,NCOM)
T.1.1031	(NAG,NGEN,NCOM)
T.1.953	(OAG,NGEN,COM)
T.1.931	(NAG,NGEN,NCOM)
T.1.1466	(OAG,GEN,COM)
T.1.1473	(NAG,NGEN,NCOM)
T.1.2136	(OAG,NGEN,COM)
T.1.908	(NAG,NGEN,NCOM)
T.1.109	(OAG,NGEN,COM)
T.1.1462	(OAG,NGEN,COM)
T.3.26	(OAG,NGEN,COM)
T.1.2112	(OAG,NGEN,COM)
T.1.1084	(OAG,NGEN,NCOM)
C648.67	(OAG,NGEN,NCOM)
T.1.1105	(NAG,NGEN,NCOM)
T.1.473	(OAG,NGEN,COM)
T.1.130	(NAG,NGEN,NCOM)
T.7.86	(CAG,GEN,NCOM)
C648.32	(NAG,GEN,NCOM)
T.1.1481	(OAG,NGEN,COM)
T.1.1463	(OAG,NGEN,NCOM)
C648.22	(NAG,GEN,NCOM)
T.1.852	(OAG,NGEN,COM)
T.1.1044	(NAG,NGEN,NCOM)
T.1.1169	(NAG,NGEN,NCOM)
T.1.1518	(NAG,NGEN,NCOM)
C576.207	(CAG,GEN,NCOM)
T.1.571	(OAG,NGEN,COM)
T.1.1295	(NAG,NGEN,NCOM)
T.2.230	(OAG,NGEN,COM)
C576.210	(NAG,NGEN,NCOM)
T.1.1784	(NAG,NGEN,NCOM)
T.1.1264	(CAG,NGEN,NCOM)
C648.232	(CAG,GEN,NCOM)
T.1.1075	(OAG,GEN,NCOM)
T.1.1582	(CAG,NGEN,COM)
T.1.1465	(CAG,NGEN,COM)
C576.172	(NAG,GEN,NCOM)
T.1.2050	(NAG,NGEN,NCOM)
T.2.98	(OAG,NGEN,COM)
T.1.956	(NAG,NGEN,NCOM)
T.1.1187	(NAG,NGEN,NCOM)
T.1.717	(NAG,NGEN,NCOM)
T.1.806	(NAG,NGEN,NCOM)
T.1.1665	(OAG,NGEN,NCOM)
T.1.2018	(NAG,NGEN,NCOM)
